"","Country","Strategy_id","Strategy","Sector","Direct_Jobs","Indirect_Jobs","Total_Jobs","Total_Jobs_distribution","ssp_sector","ssp_transformation_name"
"7490","MAR",2009,"WASO: Biogas for energy production","Construction",0.4931,0.1587,0.6519,0.1246,"WASO"," Biogas for energy production"
"7491","MAR",2009,"WASO: Biogas for energy production","Education, Health and Other Services",0,0.0327,0.0327,0.0063,"WASO"," Biogas for energy production"
"7492","MAR",2009,"WASO: Biogas for energy production","Electrical and Machinery",0.8715,0.0397,0.9112,0.1741,"WASO"," Biogas for energy production"
"7493","MAR",2009,"WASO: Biogas for energy production","Electricity, Gas and Water",1.8652,0.028,1.8932,0.3617,"WASO"," Biogas for energy production"
"7494","MAR",2009,"WASO: Biogas for energy production","Financial Intermediation and Business Activities",0,0.4162,0.4162,0.0795,"WASO"," Biogas for energy production"
"7495","MAR",2009,"WASO: Biogas for energy production","Fishing",0,5e-04,5e-04,1e-04,"WASO"," Biogas for energy production"
"7496","MAR",2009,"WASO: Biogas for energy production","Food & Beverages",0,0.0012,0.0012,2e-04,"WASO"," Biogas for energy production"
"7497","MAR",2009,"WASO: Biogas for energy production","Hotels and Restaurants",0,0.0368,0.0368,0.007,"WASO"," Biogas for energy production"
"7498","MAR",2009,"WASO: Biogas for energy production","Maintenance and Repair",0,0.006,0.006,0.0011,"WASO"," Biogas for energy production"
"7499","MAR",2009,"WASO: Biogas for energy production","Metal Products",0,0.1538,0.1538,0.0294,"WASO"," Biogas for energy production"
"7500","MAR",2009,"WASO: Biogas for energy production","Mining and Quarrying",0,0.079,0.079,0.0151,"WASO"," Biogas for energy production"
"7501","MAR",2009,"WASO: Biogas for energy production","Other Manufacturing",0,0.019,0.019,0.0036,"WASO"," Biogas for energy production"
"7502","MAR",2009,"WASO: Biogas for energy production","Others",0,0.0055,0.0055,0.0011,"WASO"," Biogas for energy production"
"7503","MAR",2009,"WASO: Biogas for energy production","Petroleum, Chemical and Non-Metallic Mineral Products",0,0.125,0.125,0.0239,"WASO"," Biogas for energy production"
"7504","MAR",2009,"WASO: Biogas for energy production","Post and Telecommunications",0,0.0858,0.0858,0.0164,"WASO"," Biogas for energy production"
"7505","MAR",2009,"WASO: Biogas for energy production","Private Households",0,0,0,0,"WASO"," Biogas for energy production"
"7506","MAR",2009,"WASO: Biogas for energy production","Public Administration",0,0.0011,0.0011,2e-04,"WASO"," Biogas for energy production"
"7507","MAR",2009,"WASO: Biogas for energy production","Re-export & Re-import",0,0,0,0,"WASO"," Biogas for energy production"
"7508","MAR",2009,"WASO: Biogas for energy production","Recycling",0,0.0022,0.0022,4e-04,"WASO"," Biogas for energy production"
"7509","MAR",2009,"WASO: Biogas for energy production","Retail Trade",0,0.0536,0.0536,0.0102,"WASO"," Biogas for energy production"
"7510","MAR",2009,"WASO: Biogas for energy production","Textiles and Wearing Apparel",0,8e-04,8e-04,2e-04,"WASO"," Biogas for energy production"
"7511","MAR",2009,"WASO: Biogas for energy production","Transport",0.2157,0.2027,0.4184,0.0799,"WASO"," Biogas for energy production"
"7512","MAR",2009,"WASO: Biogas for energy production","Transport Equipment",0,0.0198,0.0198,0.0038,"WASO"," Biogas for energy production"
"7513","MAR",2009,"WASO: Biogas for energy production","Wholesale Trade",0,0.2468,0.2468,0.0472,"WASO"," Biogas for energy production"
"7514","MAR",2009,"WASO: Biogas for energy production","Wood and Paper",0,0.06,0.06,0.0115,"WASO"," Biogas for energy production"
"7515","MAR",2011,"WASO: Incineration for energy production","Agriculture",0,0.0224,0.0224,0.0033,"WASO"," Incineration for energy production"
"7516","MAR",2011,"WASO: Incineration for energy production","Construction",1.3561,0.0935,1.4496,0.212,"WASO"," Incineration for energy production"
"7517","MAR",2011,"WASO: Incineration for energy production","Education, Health and Other Services",0,0.0301,0.0301,0.0044,"WASO"," Incineration for energy production"
"7518","MAR",2011,"WASO: Incineration for energy production","Electrical and Machinery",2.2016,0.0501,2.2517,0.3293,"WASO"," Incineration for energy production"
"7519","MAR",2011,"WASO: Incineration for energy production","Electricity, Gas and Water",0.8229,0.0685,0.8914,0.1304,"WASO"," Incineration for energy production"
"7520","MAR",2011,"WASO: Incineration for energy production","Financial Intermediation and Business Activities",0,0.4955,0.4955,0.0725,"WASO"," Incineration for energy production"
"7521","MAR",2011,"WASO: Incineration for energy production","Fishing",0,6e-04,6e-04,1e-04,"WASO"," Incineration for energy production"
"7522","MAR",2011,"WASO: Incineration for energy production","Food & Beverages",0,0.0013,0.0013,2e-04,"WASO"," Incineration for energy production"
"7523","MAR",2011,"WASO: Incineration for energy production","Hotels and Restaurants",0,0.0305,0.0305,0.0045,"WASO"," Incineration for energy production"
"7524","MAR",2011,"WASO: Incineration for energy production","Maintenance and Repair",0,0.0113,0.0113,0.0017,"WASO"," Incineration for energy production"
"7525","MAR",2011,"WASO: Incineration for energy production","Metal Products",0,0.3481,0.3481,0.0509,"WASO"," Incineration for energy production"
"7526","MAR",2011,"WASO: Incineration for energy production","Mining and Quarrying",0,0.0424,0.0424,0.0062,"WASO"," Incineration for energy production"
"7527","MAR",2011,"WASO: Incineration for energy production","Other Manufacturing",0,0.0341,0.0341,0.005,"WASO"," Incineration for energy production"
"7528","MAR",2011,"WASO: Incineration for energy production","Others",0,0.007,0.007,0.001,"WASO"," Incineration for energy production"
"7529","MAR",2011,"WASO: Incineration for energy production","Petroleum, Chemical and Non-Metallic Mineral Products",0,0.2011,0.2011,0.0294,"WASO"," Incineration for energy production"
"7530","MAR",2011,"WASO: Incineration for energy production","Post and Telecommunications",0,0.1157,0.1157,0.0169,"WASO"," Incineration for energy production"
"7531","MAR",2011,"WASO: Incineration for energy production","Private Households",0,0,0,0,"WASO"," Incineration for energy production"
"7532","MAR",2011,"WASO: Incineration for energy production","Public Administration",0,0.0014,0.0014,2e-04,"WASO"," Incineration for energy production"
"7533","MAR",2011,"WASO: Incineration for energy production","Re-export & Re-import",0,0,0,0,"WASO"," Incineration for energy production"
"7534","MAR",2011,"WASO: Incineration for energy production","Recycling",0,0.0018,0.0018,3e-04,"WASO"," Incineration for energy production"
"7535","MAR",2011,"WASO: Incineration for energy production","Retail Trade",0,0.1046,0.1046,0.0153,"WASO"," Incineration for energy production"
"7536","MAR",2011,"WASO: Incineration for energy production","Textiles and Wearing Apparel",0,0.0015,0.0015,2e-04,"WASO"," Incineration for energy production"
"7537","MAR",2011,"WASO: Incineration for energy production","Transport",0,0.1828,0.1828,0.0267,"WASO"," Incineration for energy production"
"7538","MAR",2011,"WASO: Incineration for energy production","Transport Equipment",0,0.0417,0.0417,0.0061,"WASO"," Incineration for energy production"
"7539","MAR",2011,"WASO: Incineration for energy production","Wholesale Trade",0,0.4601,0.4601,0.0673,"WASO"," Incineration for energy production"
"7540","MAR",2011,"WASO: Incineration for energy production","Wood and Paper",0,0.1101,0.1101,0.0161,"WASO"," Incineration for energy production"
"7541","MAR",2012,"WASO: Increase biogas capture","Agriculture",0,0.0132,0.0132,0.0025,"WASO"," Increase biogas capture"
"7542","MAR",2012,"WASO: Increase biogas capture","Construction",0.4931,0.1587,0.6519,0.1246,"WASO"," Increase biogas capture"
"7543","MAR",2012,"WASO: Increase biogas capture","Education, Health and Other Services",0,0.0327,0.0327,0.0063,"WASO"," Increase biogas capture"
"7544","MAR",2012,"WASO: Increase biogas capture","Electrical and Machinery",0.8715,0.0397,0.9112,0.1741,"WASO"," Increase biogas capture"
"7545","MAR",2012,"WASO: Increase biogas capture","Electricity, Gas and Water",1.8652,0.028,1.8932,0.3617,"WASO"," Increase biogas capture"
"7546","MAR",2012,"WASO: Increase biogas capture","Financial Intermediation and Business Activities",0,0.4162,0.4162,0.0795,"WASO"," Increase biogas capture"
"7547","MAR",2012,"WASO: Increase biogas capture","Fishing",0,5e-04,5e-04,1e-04,"WASO"," Increase biogas capture"
"7548","MAR",2012,"WASO: Increase biogas capture","Food & Beverages",0,0.0012,0.0012,2e-04,"WASO"," Increase biogas capture"
"7549","MAR",2012,"WASO: Increase biogas capture","Hotels and Restaurants",0,0.0368,0.0368,0.007,"WASO"," Increase biogas capture"
"7550","MAR",2012,"WASO: Increase biogas capture","Maintenance and Repair",0,0.006,0.006,0.0011,"WASO"," Increase biogas capture"
"7551","MAR",2012,"WASO: Increase biogas capture","Metal Products",0,0.1538,0.1538,0.0294,"WASO"," Increase biogas capture"
"7552","MAR",2012,"WASO: Increase biogas capture","Mining and Quarrying",0,0.079,0.079,0.0151,"WASO"," Increase biogas capture"
"7553","MAR",2012,"WASO: Increase biogas capture","Other Manufacturing",0,0.019,0.019,0.0036,"WASO"," Increase biogas capture"
"7554","MAR",2012,"WASO: Increase biogas capture","Others",0,0.0055,0.0055,0.0011,"WASO"," Increase biogas capture"
"7555","MAR",2012,"WASO: Increase biogas capture","Petroleum, Chemical and Non-Metallic Mineral Products",0,0.125,0.125,0.0239,"WASO"," Increase biogas capture"
"7556","MAR",2012,"WASO: Increase biogas capture","Post and Telecommunications",0,0.0858,0.0858,0.0164,"WASO"," Increase biogas capture"
"7557","MAR",2012,"WASO: Increase biogas capture","Private Households",0,0,0,0,"WASO"," Increase biogas capture"
"7558","MAR",2012,"WASO: Increase biogas capture","Public Administration",0,0.0011,0.0011,2e-04,"WASO"," Increase biogas capture"
"7559","MAR",2012,"WASO: Increase biogas capture","Re-export & Re-import",0,0,0,0,"WASO"," Increase biogas capture"
"7560","MAR",2012,"WASO: Increase biogas capture","Recycling",0,0.0022,0.0022,4e-04,"WASO"," Increase biogas capture"
"7561","MAR",2012,"WASO: Increase biogas capture","Retail Trade",0,0.0536,0.0536,0.0102,"WASO"," Increase biogas capture"
"7562","MAR",2012,"WASO: Increase biogas capture","Textiles and Wearing Apparel",0,8e-04,8e-04,2e-04,"WASO"," Increase biogas capture"
"7563","MAR",2012,"WASO: Increase biogas capture","Transport",0.2157,0.2027,0.4184,0.0799,"WASO"," Increase biogas capture"
"7564","MAR",2012,"WASO: Increase biogas capture","Transport Equipment",0,0.0198,0.0198,0.0038,"WASO"," Increase biogas capture"
"7565","MAR",2012,"WASO: Increase biogas capture","Wholesale Trade",0,0.2468,0.2468,0.0472,"WASO"," Increase biogas capture"
"7566","MAR",2012,"WASO: Increase biogas capture","Wood and Paper",0,0.06,0.06,0.0115,"WASO"," Increase biogas capture"
"7567","MAR",2013,"WASO: Increase composting and biogas","Agriculture",0.0324,0.0289,0.0614,0.0096,"WASO"," Increase composting and biogas"
"7568","MAR",2013,"WASO: Increase composting and biogas","Construction",0.4931,0.1129,0.6061,0.0949,"WASO"," Increase composting and biogas"
"7569","MAR",2013,"WASO: Increase composting and biogas","Education, Health and Other Services",0,0.0344,0.0344,0.0054,"WASO"," Increase composting and biogas"
"7570","MAR",2013,"WASO: Increase composting and biogas","Electrical and Machinery",0.9632,0.0504,1.0136,0.1587,"WASO"," Increase composting and biogas"
"7571","MAR",2013,"WASO: Increase composting and biogas","Electricity, Gas and Water",0.9326,0.0938,1.0264,0.1608,"WASO"," Increase composting and biogas"
"7572","MAR",2013,"WASO: Increase composting and biogas","Financial Intermediation and Business Activities",0,0.4604,0.4604,0.0721,"WASO"," Increase composting and biogas"
"7573","MAR",2013,"WASO: Increase composting and biogas","Fishing",0,0.0017,0.0017,3e-04,"WASO"," Increase composting and biogas"
"7574","MAR",2013,"WASO: Increase composting and biogas","Food & Beverages",0,0.0048,0.0048,7e-04,"WASO"," Increase composting and biogas"
"7575","MAR",2013,"WASO: Increase composting and biogas","Hotels and Restaurants",0,0.0315,0.0315,0.0049,"WASO"," Increase composting and biogas"
"7576","MAR",2013,"WASO: Increase composting and biogas","Maintenance and Repair",0,0.0084,0.0084,0.0013,"WASO"," Increase composting and biogas"
"7577","MAR",2013,"WASO: Increase composting and biogas","Metal Products",0,0.368,0.368,0.0576,"WASO"," Increase composting and biogas"
"7578","MAR",2013,"WASO: Increase composting and biogas","Mining and Quarrying",0,0.1006,0.1006,0.0158,"WASO"," Increase composting and biogas"
"7579","MAR",2013,"WASO: Increase composting and biogas","Other Manufacturing",0.1268,0.0236,0.1504,0.0236,"WASO"," Increase composting and biogas"
"7580","MAR",2013,"WASO: Increase composting and biogas","Others",0,0.0064,0.0064,0.001,"WASO"," Increase composting and biogas"
"7581","MAR",2013,"WASO: Increase composting and biogas","Petroleum, Chemical and Non-Metallic Mineral Products",0.0621,0.5174,0.5795,0.0908,"WASO"," Increase composting and biogas"
"7582","MAR",2013,"WASO: Increase composting and biogas","Post and Telecommunications",0.3693,0.0888,0.458,0.0717,"WASO"," Increase composting and biogas"
"7583","MAR",2013,"WASO: Increase composting and biogas","Private Households",0,0,0,0,"WASO"," Increase composting and biogas"
"7584","MAR",2013,"WASO: Increase composting and biogas","Public Administration",0,0.0015,0.0015,2e-04,"WASO"," Increase composting and biogas"
"7585","MAR",2013,"WASO: Increase composting and biogas","Re-export & Re-import",0,0,0,0,"WASO"," Increase composting and biogas"
"7586","MAR",2013,"WASO: Increase composting and biogas","Recycling",0.3685,0.0014,0.3699,0.0579,"WASO"," Increase composting and biogas"
"7587","MAR",2013,"WASO: Increase composting and biogas","Retail Trade",0,0.0662,0.0662,0.0104,"WASO"," Increase composting and biogas"
"7588","MAR",2013,"WASO: Increase composting and biogas","Textiles and Wearing Apparel",0,0.0013,0.0013,2e-04,"WASO"," Increase composting and biogas"
"7589","MAR",2013,"WASO: Increase composting and biogas","Transport",0.1294,0.4059,0.5353,0.0838,"WASO"," Increase composting and biogas"
"7590","MAR",2013,"WASO: Increase composting and biogas","Transport Equipment",0,0.0266,0.0266,0.0042,"WASO"," Increase composting and biogas"
"7591","MAR",2013,"WASO: Increase composting and biogas","Wholesale Trade",0,0.3417,0.3417,0.0535,"WASO"," Increase composting and biogas"
"7592","MAR",2013,"WASO: Increase composting and biogas","Wood and Paper",0,0.1308,0.1308,0.0205,"WASO"," Increase composting and biogas"
"7593","MAR",2014,"WASO: Increase landfilling","Agriculture",0,0.0212,0.0212,0.0027,"WASO"," Increase landfilling"
"7594","MAR",2014,"WASO: Increase landfilling","Construction",1.0479,0.0541,1.102,0.1396,"WASO"," Increase landfilling"
"7595","MAR",2014,"WASO: Increase landfilling","Education, Health and Other Services",1.0763,0.0407,1.1171,0.1415,"WASO"," Increase landfilling"
"7596","MAR",2014,"WASO: Increase landfilling","Electrical and Machinery",1.8805,0.0485,1.929,0.2444,"WASO"," Increase landfilling"
"7597","MAR",2014,"WASO: Increase landfilling","Electricity, Gas and Water",0,0.0741,0.0741,0.0094,"WASO"," Increase landfilling"
"7598","MAR",2014,"WASO: Increase landfilling","Financial Intermediation and Business Activities",0,0.477,0.477,0.0604,"WASO"," Increase landfilling"
"7599","MAR",2014,"WASO: Increase landfilling","Fishing",0,7e-04,7e-04,1e-04,"WASO"," Increase landfilling"
"7600","MAR",2014,"WASO: Increase landfilling","Food & Beverages",0,0.0019,0.0019,2e-04,"WASO"," Increase landfilling"
"7601","MAR",2014,"WASO: Increase landfilling","Hotels and Restaurants",0,0.0253,0.0253,0.0032,"WASO"," Increase landfilling"
"7602","MAR",2014,"WASO: Increase landfilling","Maintenance and Repair",0,0.0096,0.0096,0.0012,"WASO"," Increase landfilling"
"7603","MAR",2014,"WASO: Increase landfilling","Metal Products",0.055,0.2919,0.347,0.044,"WASO"," Increase landfilling"
"7604","MAR",2014,"WASO: Increase landfilling","Mining and Quarrying",0,0.0096,0.0096,0.0012,"WASO"," Increase landfilling"
"7605","MAR",2014,"WASO: Increase landfilling","Other Manufacturing",0,0.0289,0.0289,0.0037,"WASO"," Increase landfilling"
"7606","MAR",2014,"WASO: Increase landfilling","Others",0,0.0054,0.0054,7e-04,"WASO"," Increase landfilling"
"7607","MAR",2014,"WASO: Increase landfilling","Petroleum, Chemical and Non-Metallic Mineral Products",0.031,0.1659,0.1969,0.025,"WASO"," Increase landfilling"
"7608","MAR",2014,"WASO: Increase landfilling","Post and Telecommunications",1.0023,0.1035,1.1058,0.1401,"WASO"," Increase landfilling"
"7609","MAR",2014,"WASO: Increase landfilling","Private Households",0,1e-04,1e-04,0,"WASO"," Increase landfilling"
"7610","MAR",2014,"WASO: Increase landfilling","Public Administration",0.6499,0.0014,0.6513,0.0825,"WASO"," Increase landfilling"
"7611","MAR",2014,"WASO: Increase landfilling","Re-export & Re-import",0,0,0,0,"WASO"," Increase landfilling"
"7612","MAR",2014,"WASO: Increase landfilling","Recycling",0,0.0011,0.0011,1e-04,"WASO"," Increase landfilling"
"7613","MAR",2014,"WASO: Increase landfilling","Retail Trade",0,0.0838,0.0838,0.0106,"WASO"," Increase landfilling"
"7614","MAR",2014,"WASO: Increase landfilling","Textiles and Wearing Apparel",0,0.0014,0.0014,2e-04,"WASO"," Increase landfilling"
"7615","MAR",2014,"WASO: Increase landfilling","Transport",0.0431,0.1143,0.1575,0.0199,"WASO"," Increase landfilling"
"7616","MAR",2014,"WASO: Increase landfilling","Transport Equipment",0,0.0412,0.0412,0.0052,"WASO"," Increase landfilling"
"7617","MAR",2014,"WASO: Increase landfilling","Wholesale Trade",0,0.3979,0.3979,0.0504,"WASO"," Increase landfilling"
"7618","MAR",2014,"WASO: Increase landfilling","Wood and Paper",0,0.1071,0.1071,0.0136,"WASO"," Increase landfilling"
"7619","MAR",2015,"WASO: Increase recycling","Agriculture",0,0.037,0.037,0.0049,"WASO"," Increase recycling"
"7620","MAR",2015,"WASO: Increase recycling","Construction",0.9246,0.0579,0.9825,0.1305,"WASO"," Increase recycling"
"7621","MAR",2015,"WASO: Increase recycling","Education, Health and Other Services",0,0.0291,0.0291,0.0039,"WASO"," Increase recycling"
"7622","MAR",2015,"WASO: Increase recycling","Electrical and Machinery",1.6512,0.0518,1.703,0.2262,"WASO"," Increase recycling"
"7623","MAR",2015,"WASO: Increase recycling","Electricity, Gas and Water",0,0.1376,0.1376,0.0183,"WASO"," Increase recycling"
"7624","MAR",2015,"WASO: Increase recycling","Financial Intermediation and Business Activities",0,0.5034,0.5034,0.0669,"WASO"," Increase recycling"
"7625","MAR",2015,"WASO: Increase recycling","Fishing",0,0.0014,0.0014,2e-04,"WASO"," Increase recycling"
"7626","MAR",2015,"WASO: Increase recycling","Food & Beverages",0,0.0061,0.0061,8e-04,"WASO"," Increase recycling"
"7627","MAR",2015,"WASO: Increase recycling","Hotels and Restaurants",0,0.0241,0.0241,0.0032,"WASO"," Increase recycling"
"7628","MAR",2015,"WASO: Increase recycling","Maintenance and Repair",0,0.0115,0.0115,0.0015,"WASO"," Increase recycling"
"7629","MAR",2015,"WASO: Increase recycling","Metal Products",0,0.5483,0.5483,0.0728,"WASO"," Increase recycling"
"7630","MAR",2015,"WASO: Increase recycling","Mining and Quarrying",0,0.0925,0.0925,0.0123,"WASO"," Increase recycling"
"7631","MAR",2015,"WASO: Increase recycling","Other Manufacturing",0,0.033,0.033,0.0044,"WASO"," Increase recycling"
"7632","MAR",2015,"WASO: Increase recycling","Others",0,0.0072,0.0072,0.001,"WASO"," Increase recycling"
"7633","MAR",2015,"WASO: Increase recycling","Petroleum, Chemical and Non-Metallic Mineral Products",0,0.7432,0.7432,0.0987,"WASO"," Increase recycling"
"7634","MAR",2015,"WASO: Increase recycling","Post and Telecommunications",0,0.1154,0.1154,0.0153,"WASO"," Increase recycling"
"7635","MAR",2015,"WASO: Increase recycling","Private Households",0,0,0,0,"WASO"," Increase recycling"
"7636","MAR",2015,"WASO: Increase recycling","Public Administration",0,0.0018,0.0018,2e-04,"WASO"," Increase recycling"
"7637","MAR",2015,"WASO: Increase recycling","Re-export & Re-import",0,0,0,0,"WASO"," Increase recycling"
"7638","MAR",2015,"WASO: Increase recycling","Recycling",0.544,8e-04,0.5448,0.0724,"WASO"," Increase recycling"
"7639","MAR",2015,"WASO: Increase recycling","Retail Trade",0,0.0964,0.0964,0.0128,"WASO"," Increase recycling"
"7640","MAR",2015,"WASO: Increase recycling","Textiles and Wearing Apparel",0,0.0017,0.0017,2e-04,"WASO"," Increase recycling"
"7641","MAR",2015,"WASO: Increase recycling","Transport",0.7765,0.4757,1.2522,0.1664,"WASO"," Increase recycling"
"7642","MAR",2015,"WASO: Increase recycling","Transport Equipment",0,0.0394,0.0394,0.0052,"WASO"," Increase recycling"
"7643","MAR",2015,"WASO: Increase recycling","Wholesale Trade",0,0.4575,0.4575,0.0608,"WASO"," Increase recycling"
"7644","MAR",2015,"WASO: Increase recycling","Wood and Paper",0,0.1582,0.1582,0.021,"WASO"," Increase recycling"
"7645","MAR",3001,"CCSQ: Increase direct air capture","Agriculture",0,0.0258,0.0258,0.0033,"CCSQ"," Increase direct air capture"
"7646","MAR",3001,"CCSQ: Increase direct air capture","Construction",1.4178,0.0473,1.465,0.189,"CCSQ"," Increase direct air capture"
"7647","MAR",3001,"CCSQ: Increase direct air capture","Education, Health and Other Services",0.3229,0.0269,0.3498,0.0451,"CCSQ"," Increase direct air capture"
"7648","MAR",3001,"CCSQ: Increase direct air capture","Electrical and Machinery",2.9813,0.0463,3.0276,0.3906,"CCSQ"," Increase direct air capture"
"7649","MAR",3001,"CCSQ: Increase direct air capture","Electricity, Gas and Water",0,0.1022,0.1022,0.0132,"CCSQ"," Increase direct air capture"
"7650","MAR",3001,"CCSQ: Increase direct air capture","Financial Intermediation and Business Activities",0,0.5285,0.5285,0.0682,"CCSQ"," Increase direct air capture"
"7651","MAR",3001,"CCSQ: Increase direct air capture","Fishing",0,6e-04,6e-04,1e-04,"CCSQ"," Increase direct air capture"
"7652","MAR",3001,"CCSQ: Increase direct air capture","Food & Beverages",0,0.0015,0.0015,2e-04,"CCSQ"," Increase direct air capture"
"7653","MAR",3001,"CCSQ: Increase direct air capture","Hotels and Restaurants",0,0.0245,0.0245,0.0032,"CCSQ"," Increase direct air capture"
"7654","MAR",3001,"CCSQ: Increase direct air capture","Maintenance and Repair",0,0.0137,0.0137,0.0018,"CCSQ"," Increase direct air capture"
"7655","MAR",3001,"CCSQ: Increase direct air capture","Metal Products",0.055,0.4383,0.4934,0.0637,"CCSQ"," Increase direct air capture"
"7656","MAR",3001,"CCSQ: Increase direct air capture","Mining and Quarrying",0,0.0151,0.0151,0.0019,"CCSQ"," Increase direct air capture"
"7657","MAR",3001,"CCSQ: Increase direct air capture","Other Manufacturing",0,0.0377,0.0377,0.0049,"CCSQ"," Increase direct air capture"
"7658","MAR",3001,"CCSQ: Increase direct air capture","Others",0,0.0075,0.0075,0.001,"CCSQ"," Increase direct air capture"
"7659","MAR",3001,"CCSQ: Increase direct air capture","Petroleum, Chemical and Non-Metallic Mineral Products",0.1862,0.2208,0.407,0.0525,"CCSQ"," Increase direct air capture"
"7660","MAR",3001,"CCSQ: Increase direct air capture","Post and Telecommunications",0.0528,0.128,0.1807,0.0233,"CCSQ"," Increase direct air capture"
"7661","MAR",3001,"CCSQ: Increase direct air capture","Private Households",0,0,0,0,"CCSQ"," Increase direct air capture"
"7662","MAR",3001,"CCSQ: Increase direct air capture","Public Administration",0,0.0016,0.0016,2e-04,"CCSQ"," Increase direct air capture"
"7663","MAR",3001,"CCSQ: Increase direct air capture","Re-export & Re-import",0,0,0,0,"CCSQ"," Increase direct air capture"
"7664","MAR",3001,"CCSQ: Increase direct air capture","Recycling",0,0.0015,0.0015,2e-04,"CCSQ"," Increase direct air capture"
"7665","MAR",3001,"CCSQ: Increase direct air capture","Retail Trade",0,0.1128,0.1128,0.0146,"CCSQ"," Increase direct air capture"
"7666","MAR",3001,"CCSQ: Increase direct air capture","Textiles and Wearing Apparel",0,0.0018,0.0018,2e-04,"CCSQ"," Increase direct air capture"
"7667","MAR",3001,"CCSQ: Increase direct air capture","Transport",0.0431,0.1516,0.1947,0.0251,"CCSQ"," Increase direct air capture"
"7668","MAR",3001,"CCSQ: Increase direct air capture","Transport Equipment",0,0.0526,0.0526,0.0068,"CCSQ"," Increase direct air capture"
"7669","MAR",3001,"CCSQ: Increase direct air capture","Wholesale Trade",0,0.5748,0.5748,0.0742,"CCSQ"," Increase direct air capture"
"7670","MAR",3001,"CCSQ: Increase direct air capture","Wood and Paper",0,0.1298,0.1298,0.0167,"CCSQ"," Increase direct air capture"
"7671","MAR",3002,"CCSQ: Increase direct air capture with renewable energy production","Agriculture",0.0324,0.0253,0.0578,0.0076,"CCSQ"," Increase direct air capture with renewable energy production"
"7672","MAR",3002,"CCSQ: Increase direct air capture with renewable energy production","Construction",1.3561,0.0487,1.4049,0.184,"CCSQ"," Increase direct air capture with renewable energy production"
"7673","MAR",3002,"CCSQ: Increase direct air capture with renewable energy production","Education, Health and Other Services",0.3229,0.0268,0.3497,0.0458,"CCSQ"," Increase direct air capture with renewable energy production"
"7674","MAR",3002,"CCSQ: Increase direct air capture with renewable energy production","Electrical and Machinery",2.9354,0.0443,2.9798,0.3903,"CCSQ"," Increase direct air capture with renewable energy production"
"7675","MAR",3002,"CCSQ: Increase direct air capture with renewable energy production","Electricity, Gas and Water",0.0274,0.1002,0.1276,0.0167,"CCSQ"," Increase direct air capture with renewable energy production"
"7676","MAR",3002,"CCSQ: Increase direct air capture with renewable energy production","Financial Intermediation and Business Activities",0,0.5226,0.5226,0.0685,"CCSQ"," Increase direct air capture with renewable energy production"
"7677","MAR",3002,"CCSQ: Increase direct air capture with renewable energy production","Fishing",0,7e-04,7e-04,1e-04,"CCSQ"," Increase direct air capture with renewable energy production"
"7678","MAR",3002,"CCSQ: Increase direct air capture with renewable energy production","Food & Beverages",0,0.0016,0.0016,2e-04,"CCSQ"," Increase direct air capture with renewable energy production"
"7679","MAR",3002,"CCSQ: Increase direct air capture with renewable energy production","Hotels and Restaurants",0,0.0244,0.0244,0.0032,"CCSQ"," Increase direct air capture with renewable energy production"
"7680","MAR",3002,"CCSQ: Increase direct air capture with renewable energy production","Maintenance and Repair",0,0.0135,0.0135,0.0018,"CCSQ"," Increase direct air capture with renewable energy production"
"7681","MAR",3002,"CCSQ: Increase direct air capture with renewable energy production","Metal Products",0,0.4305,0.4305,0.0564,"CCSQ"," Increase direct air capture with renewable energy production"
"7682","MAR",3002,"CCSQ: Increase direct air capture with renewable energy production","Mining and Quarrying",0,0.0162,0.0162,0.0021,"CCSQ"," Increase direct air capture with renewable energy production"
"7683","MAR",3002,"CCSQ: Increase direct air capture with renewable energy production","Other Manufacturing",0,0.0367,0.0367,0.0048,"CCSQ"," Increase direct air capture with renewable energy production"
"7684","MAR",3002,"CCSQ: Increase direct air capture with renewable energy production","Others",0,0.0073,0.0073,0.001,"CCSQ"," Increase direct air capture with renewable energy production"
"7685","MAR",3002,"CCSQ: Increase direct air capture with renewable energy production","Petroleum, Chemical and Non-Metallic Mineral Products",0.2172,0.2149,0.4321,0.0566,"CCSQ"," Increase direct air capture with renewable energy production"
"7686","MAR",3002,"CCSQ: Increase direct air capture with renewable energy production","Post and Telecommunications",0.0528,0.1258,0.1785,0.0234,"CCSQ"," Increase direct air capture with renewable energy production"
"7687","MAR",3002,"CCSQ: Increase direct air capture with renewable energy production","Private Households",0,0,0,0,"CCSQ"," Increase direct air capture with renewable energy production"
"7688","MAR",3002,"CCSQ: Increase direct air capture with renewable energy production","Public Administration",0,0.0016,0.0016,2e-04,"CCSQ"," Increase direct air capture with renewable energy production"
"7689","MAR",3002,"CCSQ: Increase direct air capture with renewable energy production","Re-export & Re-import",0,0,0,0,"CCSQ"," Increase direct air capture with renewable energy production"
"7690","MAR",3002,"CCSQ: Increase direct air capture with renewable energy production","Recycling",0,0.0014,0.0014,2e-04,"CCSQ"," Increase direct air capture with renewable energy production"
"7691","MAR",3002,"CCSQ: Increase direct air capture with renewable energy production","Retail Trade",0,0.1094,0.1094,0.0143,"CCSQ"," Increase direct air capture with renewable energy production"
