strategy,main_country,total_investment_kUSD,total_demand_kUSD,total_output_kUSD,total_jobs,jobs_per_M_investment,output_multiplier
Strategy_4003_LBY,LBY,1000.0,1000.0,4621.827359314558,32.63420072844159,32.63420072844159,4.621827359314557
Strategy_4003_MAR,MAR,1000.0,1000.0,2511.718679022003,20.643122722754207,20.643122722754207,2.511718679022003
Strategy_4003_MEX,MEX,1000.0,1000.0,2398.9495361547497,14.981563399884005,14.981563399884005,2.3989495361547495
Strategy_4003_UGA,UGA,1000.0,1000.0,2056.87410780293,147.86905132950758,147.86905132950758,2.0568741078029302
Strategy_4004_BGR,BGR,1000.0,1000.0,2676.6310797975107,20.88766784393535,20.88766784393535,2.676631079797511
Strategy_4004_BLZ,BLZ,1000.0,1000.0000000000001,2657.1879124201223,35.98107232972783,35.98107232972783,2.657187912420122
Strategy_4004_EGY,EGY,1000.0,999.9999999999999,2390.9450070226158,25.856286017707944,25.856286017707944,2.390945007022616
Strategy_4004_LBY,LBY,1000.0,999.9999999999999,4554.77446752842,32.61524958989447,32.61524958989447,4.5547744675284205
Strategy_4004_MAR,MAR,1000.0,999.9999999999998,2511.4912094250876,20.664365317570148,20.664365317570148,2.5114912094250883
Strategy_4004_MEX,MEX,1000.0,1000.0,2404.4120755423546,15.123911457072513,15.123911457072513,2.404412075542355
Strategy_4004_UGA,UGA,1000.0,999.9999999999998,2074.607483441051,143.96618389307235,143.96618389307235,2.0746074834410515
Strategy_4005_BGR,BGR,1000.0,1000.0,2681.8933215826105,20.845500429113265,20.845500429113265,2.6818933215826104
Strategy_4005_BLZ,BLZ,1000.0,999.9999999999999,2657.5868633300042,36.515288492518046,36.515288492518046,2.6575868633300046
Strategy_4005_EGY,EGY,1000.0,999.9999999999999,2390.095539297424,25.908727382001334,25.908727382001334,2.390095539297424
Strategy_4005_LBY,LBY,1000.0,1000.0,4621.827359314558,32.63420072844159,32.63420072844159,4.621827359314557
Strategy_4005_MAR,MAR,1000.0,1000.0,2511.718679022003,20.643122722754207,20.643122722754207,2.511718679022003
Strategy_4005_MEX,MEX,1000.0,1000.0,2398.9495361547497,14.981563399884005,14.981563399884005,2.3989495361547495
Strategy_4005_UGA,UGA,1000.0,1000.0,2056.87410780293,147.86905132950758,147.86905132950758,2.0568741078029302
Strategy_4006_BGR,BGR,1000.0,1000.0,2681.8933215826105,20.845500429113265,20.845500429113265,2.6818933215826104
Strategy_4006_BLZ,BLZ,1000.0,999.9999999999999,2657.5868633300042,36.515288492518046,36.515288492518046,2.6575868633300046
Strategy_4006_EGY,EGY,1000.0,999.9999999999999,2390.095539297424,25.908727382001334,25.908727382001334,2.390095539297424
Strategy_4006_LBY,LBY,1000.0,1000.0,4621.827359314558,32.63420072844159,32.63420072844159,4.621827359314557
Strategy_4006_MAR,MAR,1000.0,1000.0,2511.718679022003,20.643122722754207,20.643122722754207,2.511718679022003
Strategy_4006_MEX,MEX,1000.0,1000.0,2398.9495361547497,14.981563399884005,14.981563399884005,2.3989495361547495
Strategy_4006_UGA,UGA,1000.0,1000.0,2056.87410780293,147.86905132950758,147.86905132950758,2.0568741078029302
Strategy_4007_BGR,BGR,1000.0,1000.0,2681.8933215826105,20.845500429113265,20.845500429113265,2.6818933215826104
Strategy_4007_BLZ,BLZ,1000.0,999.9999999999999,2657.5868633300042,36.515288492518046,36.515288492518046,2.6575868633300046
Strategy_4007_EGY,EGY,1000.0,999.9999999999999,2390.095539297424,25.908727382001334,25.908727382001334,2.390095539297424
Strategy_4007_LBY,LBY,1000.0,1000.0,4621.827359314558,32.63420072844159,32.63420072844159,4.621827359314557
Strategy_4007_MAR,MAR,1000.0,1000.0,2511.718679022003,20.643122722754207,20.643122722754207,2.511718679022003
Strategy_4007_MEX,MEX,1000.0,1000.0,2398.9495361547497,14.981563399884005,14.981563399884005,2.3989495361547495
Strategy_4007_UGA,UGA,1000.0,1000.0,2056.87410780293,147.86905132950758,147.86905132950758,2.0568741078029302
